#      Train        Test
     1.45137      2.69472 
     1.48656      2.17314 
     1.28715      2.04827 
     1.32943       2.3025 
     1.34543       2.0291 
     1.39824      2.56016 
     1.40518      2.48708 
      1.3931      2.74796 
      1.3455      2.27678 
     1.26203      1.89951 
       1.345      2.91712 
     1.49505      2.43563 
     1.38191      2.22016 
     1.37433      2.41408 
      1.3629      2.13347 
      1.3832      2.02345 
     1.45898      2.11171 
      1.4485      1.99861 
     1.44758      1.96359 
     1.43176      2.95013 
     1.44475      1.82591 
     1.38623      2.80447 
     1.43292      2.63807 
     1.33808      2.34694 
     1.37392      2.37138 
     1.42195      2.16748 
     1.39594      2.37237 
     1.35433      2.19364 
     1.50613      2.10043 
     1.36836       1.8959 
     1.40652      2.85481 
     1.54399      2.66511 
     1.56169      2.73877 
     1.39932      2.13898 
     1.46479      2.00549 
     1.39954      1.83542 
     1.49599      2.08105 
     1.53526      2.42645 
     1.41775      2.50239 
     1.45816      2.34728 
     1.37589      2.02046 
     1.43172      2.63959 
     1.47111      2.08685 
     1.31593      2.09261 
     1.38727      1.86994 
     1.30673      1.81325 
     1.47909       1.7584 
     1.52718      2.18376 
     1.48043      2.25035 
     1.45612      2.25132 
     1.40913      1.74719 
      1.4444      2.44954 
     1.55949      2.60506 
     1.35764      2.05432 
     1.51328      2.74629 
     1.40569      2.31895 
     1.37591      1.94045 
     1.35402      2.13687 
     1.32097      2.20851 
     1.48932      2.27256 
     1.35895      1.88288 
     1.42693      2.49896 
     1.47894      1.83544 
      1.4592      1.78232 
     1.45588      2.75618 
     1.48831      2.35038 
     1.43596      3.65146 
     1.52606      2.81864 
     1.54134      2.13631 
     1.40265      2.09232 
       1.458      3.93154 
     1.42578      1.78616 
     1.44472       2.4715 
     1.31477      2.02378 
     1.39559      2.10761 
     1.33905      1.86951 
     1.29148      1.90384 
     1.32758      2.13909 
      1.4484      2.22096 
     1.41685      2.23974 
     1.39855      1.97564 
     1.39457      2.21162 
      1.2878      1.89421 
     1.27232      2.03747 
     1.27976      1.66589 
     1.37957      1.79059 
     1.44009      1.55234 
     1.30183      1.97895 
     1.46169      2.42044 
     1.49407      1.94134 
     1.46457      2.43942 
      1.4111      1.82351 
     1.43914       2.4832 
