#      Train        Test
    0.288638     0.455696 
    0.615385     0.651899 
    0.787579     0.778481 
      0.8518     0.810127 
    0.885674     0.835443 
    0.912491     0.892405 
    0.923077     0.816456 
    0.932957     0.905063 
    0.932957     0.917722 
    0.940014     0.879747 
    0.947071     0.917722 
      0.9506     0.924051 
    0.948483     0.905063 
    0.954128     0.911392 
    0.954128     0.943038 
    0.953423     0.917722 
     0.95554     0.898734 
    0.956951     0.911392 
    0.961186     0.936709 
    0.952717     0.917722 
    0.952717     0.924051 
    0.961891     0.892405 
    0.964008     0.905063 
    0.961891     0.911392 
     0.96542     0.917722 
    0.966126     0.924051 
     0.96048     0.917722 
    0.966126     0.917722 
    0.968243     0.898734 
    0.972477     0.936709 
    0.968243      0.93038 
    0.971066     0.943038 
    0.967537     0.911392 
    0.961891     0.936709 
    0.958363     0.924051 
    0.964008     0.917722 
     0.97036     0.911392 
    0.964714     0.936709 
    0.966831     0.905063 
    0.966126     0.955696 
    0.968243     0.911392 
    0.959774      0.93038 
    0.974594     0.936709 
     0.96542     0.924051 
     0.97036     0.898734 
    0.968243     0.911392 
     0.97036      0.93038 
    0.973888     0.905063 
    0.966831     0.924051 
    0.966831     0.936709 
    0.969654     0.905063 
    0.971066     0.886076 
    0.973183     0.955696 
    0.973183     0.949367 
      0.9753     0.936709 
    0.974594     0.936709 
    0.966831     0.924051 
    0.971771     0.911392 
    0.971066     0.924051 
    0.969654     0.924051 
    0.981651     0.911392 
    0.974594     0.936709 
     0.97036     0.936709 
    0.968948     0.936709 
    0.974594     0.949367 
    0.972477     0.911392 
    0.971066     0.917722 
     0.97036      0.93038 
      0.9753      0.93038 
    0.972477     0.917722 
    0.973888      0.93038 
    0.971066      0.93038 
    0.966831     0.917722 
    0.973888     0.924051 
    0.972477     0.949367 
    0.969654     0.911392 
    0.969654     0.924051 
    0.971771     0.924051 
    0.972477     0.917722 
    0.973183      0.93038 
    0.972477     0.917722 
    0.974594     0.943038 
    0.967537     0.949367 
    0.971066      0.93038 
      0.9753     0.924051 
    0.968948     0.917722 
    0.974594     0.936709 
    0.973888     0.917722 
    0.973183     0.936709 
    0.972477     0.905063 
    0.973888      0.93038 
    0.967537     0.955696 
    0.978829     0.936709 
    0.974594     0.936709 
    0.976006     0.898734 
    0.969654     0.905063 
    0.974594      0.93038 
    0.978829     0.911392 
    0.971066      0.93038 
    0.971771     0.943038 
    0.972477     0.949367 
    0.967537     0.955696 
    0.971066     0.943038 
     0.97036      0.93038 
    0.971066     0.917722 
    0.967537     0.924051 
    0.969654     0.924051 
    0.973183     0.936709 
    0.968243     0.892405 
    0.971066     0.911392 
     0.97036     0.949367 
    0.967537     0.943038 
    0.973183     0.917722 
    0.971066      0.93038 
    0.971066     0.917722 
    0.976006     0.917722 
    0.971771     0.943038 
    0.971066     0.936709 
    0.968243     0.943038 
    0.973888     0.936709 
    0.974594     0.936709 
    0.969654      0.93038 
    0.977417     0.917722 
    0.973888     0.905063 
      0.9753      0.93038 
    0.968243     0.924051 
    0.974594     0.936709 
    0.963303      0.93038 
    0.977417     0.924051 
    0.973888     0.898734 
    0.973183      0.93038 
    0.978829     0.936709 
    0.973183     0.936709 
    0.976711     0.867089 
    0.979534     0.955696 
    0.972477     0.917722 
      0.9753     0.905063 
    0.973888     0.917722 
    0.966831     0.917722 
    0.968948     0.905063 
      0.9753      0.93038 
     0.97036     0.955696 
      0.9753     0.917722 
    0.969654     0.924051 
    0.971771     0.911392 
    0.979534     0.917722 
    0.978829     0.898734 
      0.9753     0.924051 
    0.977417      0.93038 
    0.974594     0.917722 
     0.98024     0.936709 
    0.976006     0.924051 
    0.968243      0.93038 
    0.976711     0.949367 
    0.977417     0.943038 
    0.974594     0.924051 
    0.971066     0.924051 
    0.977417     0.949367 
    0.974594     0.898734 
    0.976711     0.911392 
    0.977417     0.917722 
    0.980946     0.911392 
    0.978123     0.924051 
    0.969654     0.955696 
    0.978123     0.911392 
      0.9753      0.93038 
    0.979534     0.943038 
    0.981651     0.936709 
    0.973888      0.93038 
    0.977417     0.911392 
    0.973183     0.924051 
    0.973888     0.905063 
    0.972477      0.93038 
    0.968243     0.949367 
      0.9753     0.905063 
    0.973888     0.924051 
      0.9753     0.917722 
    0.974594      0.93038 
    0.973888     0.917722 
    0.971771     0.917722 
    0.977417      0.93038 
    0.971066     0.949367 
    0.980946     0.917722 
    0.976006     0.955696 
    0.977417     0.924051 
    0.973888     0.943038 
    0.977417     0.917722 
    0.964714     0.924051 
    0.978123     0.917722 
    0.980946     0.924051 
    0.972477     0.924051 
    0.972477      0.93038 
    0.980946     0.936709 
    0.971771     0.917722 
    0.968948     0.917722 
    0.974594     0.924051 
    0.976711     0.924051 
    0.978829     0.905063 
    0.978829     0.917722 
    0.968243     0.943038 
    0.974594     0.911392 
    0.976006     0.917722 
    0.971066     0.924051 
