#      Train        Test
      5.7504       6.6111 
     5.75491      6.35651 
     5.65091      6.35304 
     5.68774      6.23469 
     5.80954      6.50808 
      5.7519      6.81979 
     5.82272      6.62799 
     5.74637      7.06931 
     5.76895      6.68711 
     5.61051      7.02158 
     5.77667      6.86767 
      5.6378      6.27896 
     5.74346      7.24542 
     5.73615      6.60715 
     5.76594      6.60467 
      5.7506      7.00878 
     5.65281      6.84046 
     5.62235      6.66191 
     5.73063      6.89523 
     5.72183      6.77963 
     5.75185      6.83329 
     5.70454      6.55745 
     5.76509      6.87934 
     5.73424       6.2949 
     5.63344      6.86346 
     5.71322      6.87275 
     5.63896      7.18649 
     5.81532      6.68734 
     5.82366       6.7748 
     5.76173      6.42234 
     5.74013      6.53683 
     5.60012      7.02018 
     5.80682      6.18859 
     5.78249       6.4271 
     5.65956      7.15794 
     5.56365      6.34942 
     5.73401      6.97555 
     5.73547      6.93703 
      5.6675      6.58524 
     5.75038       6.9081 
     5.71854      6.87257 
     5.69811      6.40651 
     5.76707      6.72617 
     5.64139      6.80214 
     5.79053      6.73692 
     5.66213      6.96044 
     5.69906      6.51215 
     5.69157      6.25567 
     5.87714      7.04234 
     5.83747      6.71417 
     5.77636      6.81296 
     5.80385       6.4546 
     5.72004      6.32613 
     5.73823      6.75748 
     5.73079      6.66145 
     5.65947      6.80867 
     5.76111      7.04925 
     5.65212      6.48662 
     5.67729      6.68935 
     5.70351      6.77882 
      5.7312      6.62583 
      5.7007       6.8114 
     5.73241      7.03677 
     5.65358       7.0717 
     5.81808      6.51779 
     5.77726      6.35677 
     5.73105      6.97222 
     5.69448      6.69549 
     5.69473      6.47495 
     5.69691      6.90745 
     5.57917      6.48018 
     5.59802      6.35657 
     5.67702      7.04651 
     5.60984      7.00183 
     5.74713      6.66549 
     5.71131      6.89649 
      5.7663      6.97745 
     5.81123      6.60432 
     5.82988      6.27501 
     5.72286      6.51656 
     5.81843      6.71004 
     5.78283      7.09026 
     5.61762      6.67242 
     5.57497        6.519 
     5.57202      6.98539 
     5.73323      6.56412 
     5.81221      6.27454 
     5.67847      6.65102 
     5.68721      6.64323 
     5.67985      6.88764 
     5.63657      6.26435 
     5.69522      6.47948 
     5.78537      6.54738 
     5.65627      6.50314 
     5.61575      6.55956 
     5.62797      6.50163 
     5.59043      6.37121 
     5.86204      6.66957 
     5.78999       6.6626 
     5.71411      6.75514 
     5.69611      7.21732 
     5.75065      7.08102 
      5.5858      6.90014 
     5.66503      6.41323 
      5.5808      6.82283 
     5.71969      6.62966 
     5.56981      6.35276 
     5.63684       6.5434 
     5.64981      7.29102 
     5.63978      6.90968 
     5.69219      6.91178 
     5.69917      6.75914 
     5.57095      6.33002 
     5.63619      6.53376 
     5.62636      6.86227 
      5.5497      6.90484 
     5.61473      6.65022 
     5.67164      6.56641 
      5.7547      6.88242 
     5.60682      6.98048 
     5.74779        6.962 
      5.6247      6.22954 
     5.74095      6.74364 
     5.67189      6.79132 
     5.58811      6.58732 
     5.49609      6.86033 
     5.56063      7.12643 
     5.68993      7.06641 
     5.58261      6.46393 
     5.82847      6.90935 
     5.75396      6.81353 
     5.81958      6.25792 
     5.75441      6.46097 
     5.73351      6.56947 
     5.67934      7.03209 
     5.59137      6.73152 
     5.69638      6.52629 
     5.70488      6.92473 
     5.65579       6.1645 
     5.69203       6.8794 
     5.62662      6.45226 
     5.55591      6.66007 
     5.65775      6.89427 
     5.74807      6.71933 
     5.62562      6.24495 
     5.56939       7.1672 
     5.67049      7.19223 
     5.63953      6.84388 
     5.74968      6.74766 
     5.64168      6.59791 
     5.75303       6.7776 
     5.68432      6.99252 
     5.61429      6.52437 
     5.55535      6.69796 
      5.5622      6.66868 
     5.64661      6.21426 
     5.58492      6.62263 
     5.67857      6.75992 
     5.57021      7.16352 
     5.60447      6.66492 
     5.57155      6.82958 
     5.56557      6.74114 
     5.60823      6.68443 
      5.4979      6.66395 
     5.59029      6.34321 
      5.5222      7.12544 
     5.65344      6.83818 
