#      Train        Test
    0.217361      0.35443 
    0.306281     0.392405 
    0.360621     0.411392 
    0.371207     0.424051 
    0.390261     0.411392 
    0.393084          0.5 
    0.431193     0.493671 
    0.436133     0.493671 
     0.43331     0.512658 
    0.432604      0.43038 
    0.443896     0.468354 
     0.45307     0.481013 
    0.424841     0.525316 
     0.43331     0.417722 
    0.449541     0.436709 
    0.429781          0.5 
    0.467184     0.455696 
    0.445307     0.525316 
    0.447424     0.531646 
    0.461538     0.531646 
    0.470713     0.531646 
    0.462244     0.506329 
    0.461538     0.518987 
    0.491179     0.544304 
    0.456598     0.518987 
    0.489061     0.531646 
    0.462244     0.487342 
    0.470007     0.474684 
    0.481299     0.411392 
     0.44319          0.5 
    0.458716     0.563291 
    0.496119     0.493671 
    0.489767     0.531646 
    0.466478     0.550633 
    0.488356     0.563291 
     0.48271     0.493671 
    0.473536     0.335443 
    0.499647     0.537975 
     0.46789     0.550633 
    0.477064     0.392405 
    0.496119     0.550633 
    0.494001     0.531646 
     0.49259     0.525316 
    0.472124     0.518987 
    0.496119     0.506329 
    0.515173     0.544304 
    0.474947     0.506329 
    0.465067     0.436709 
     0.50741     0.493671 
    0.479887      0.56962 
    0.496824     0.512658 
    0.491179     0.506329 
    0.484827     0.506329 
    0.483416     0.550633 
    0.491179     0.518987 
    0.501059     0.544304 
    0.503881          0.5 
    0.514467     0.531646 
    0.515173     0.468354 
    0.510939     0.544304 
    0.489767     0.582278 
    0.489767     0.550633 
    0.505293     0.588608 
    0.490473     0.601266 
     0.50741     0.556962 
    0.483416     0.563291 
    0.496824     0.487342 
    0.508821     0.550633 
    0.515173     0.556962 
    0.514467     0.531646 
    0.511644     0.550633 
    0.503881     0.525316 
    0.513056          0.5 
    0.515173     0.493671 
    0.508116     0.518987 
     0.50247     0.582278 
    0.513056     0.531646 
    0.520113     0.537975 
    0.514467     0.531646 
    0.494001     0.518987 
     0.52223     0.556962 
     0.52717     0.582278 
    0.515879          0.5 
    0.535639     0.481013 
    0.534227     0.512658 
    0.536344     0.481013 
     0.51729      0.56962 
    0.539873     0.594937 
    0.525759     0.550633 
     0.51235     0.601266 
    0.521524     0.582278 
    0.536344     0.544304 
    0.523641     0.544304 
    0.508116     0.531646 
    0.528582     0.518987 
    0.529993     0.556962 
    0.536344     0.474684 
    0.527876      0.56962 
     0.55187     0.537975 
    0.541284     0.544304 
    0.520113     0.550633 
     0.54693     0.556962 
    0.541284     0.594937 
     0.52223     0.556962 
    0.537756     0.550633 
    0.503881     0.550633 
    0.542696     0.550633 
    0.524347     0.544304 
    0.530699      0.56962 
    0.521524     0.563291 
    0.542696     0.588608 
    0.540579     0.544304 
    0.522936     0.512658 
    0.536344     0.544304 
    0.538462     0.575949 
    0.555399     0.544304 
    0.539873     0.594937 
    0.545519     0.575949 
    0.532816     0.563291 
    0.539167     0.575949 
    0.542696     0.556962 
    0.523641     0.613924 
    0.527876     0.537975 
    0.541284     0.506329 
    0.534227      0.56962 
    0.525759     0.563291 
    0.548342     0.582278 
    0.537756     0.607595 
    0.506704     0.550633 
     0.51729     0.518987 
    0.540579     0.582278 
    0.536344     0.601266 
    0.558927     0.588608 
    0.555399     0.518987 
    0.532816     0.518987 
    0.522936     0.582278 
     0.54693     0.487342 
     0.54199     0.575949 
    0.562456     0.575949 
    0.545519     0.575949 
    0.551164     0.537975 
    0.547636      0.56962 
    0.544107          0.5 
     0.55187     0.594937 
    0.540579     0.556962 
    0.554693     0.613924 
    0.537756     0.506329 
    0.515173     0.563291 
    0.544107     0.588608 
    0.521524     0.518987 
    0.520819     0.563291 
    0.536344     0.550633 
     0.54199     0.607595 
    0.543402     0.443038 
     0.55681     0.594937 
     0.56175     0.613924 
    0.557516     0.575949 
    0.568102     0.620253 
    0.552576      0.56962 
    0.570924     0.626582 
    0.560339     0.563291 
    0.568102     0.588608 
    0.577276     0.582278 
    0.562456     0.588608 
     0.56175     0.613924 
    0.565279     0.607595 
     0.58151     0.607595 
    0.549753     0.607595 
    0.557516     0.620253 
    0.558222     0.588608 
    0.557516     0.582278 
    0.578687     0.556962 
    0.543402     0.588608 
    0.564573     0.601266 
     0.55681      0.56962 
    0.542696      0.56962 
     0.54693     0.525316 
    0.553282     0.575949 
    0.559633     0.607595 
    0.561044      0.56962 
     0.55187     0.601266 
    0.568807     0.506329 
    0.584333     0.575949 
