#      Train        Test
    0.232181     0.335443 
    0.330275     0.341772 
    0.366267     0.335443 
    0.374735     0.411392 
    0.398024      0.43038 
    0.426958     0.379747 
    0.431193     0.379747 
    0.420607     0.373418 
    0.422018     0.436709 
    0.465773     0.405063 
    0.450247     0.411392 
     0.44813     0.449367 
    0.457304     0.443038 
    0.480593      0.43038 
    0.470007     0.417722 
    0.476359      0.43038 
    0.467184     0.411392 
    0.465067     0.443038 
    0.476359     0.405063 
     0.45801     0.455696 
    0.481299     0.424051 
    0.474947     0.474684 
    0.468596     0.481013 
    0.470713     0.493671 
     0.50247     0.537975 
    0.464361      0.43038 
    0.486944     0.462025 
    0.496824     0.449367 
    0.496119     0.443038 
    0.480593          0.5 
    0.494001     0.487342 
    0.485533     0.525316 
    0.503881     0.411392 
    0.510939     0.398734 
    0.494001     0.455696 
    0.505999     0.443038 
    0.498941     0.455696 
    0.504587     0.462025 
    0.479181     0.468354 
    0.508116     0.449367 
    0.510233     0.417722 
    0.499647     0.556962 
     0.50741     0.443038 
    0.504587     0.455696 
    0.505293     0.455696 
    0.521524     0.462025 
    0.521524     0.468354 
    0.514467     0.367089 
     0.51729     0.436709 
    0.537756     0.481013 
    0.530699     0.493671 
    0.520113     0.487342 
    0.508821     0.481013 
    0.526464     0.436709 
    0.529993     0.468354 
    0.515173     0.474684 
    0.534933      0.43038 
    0.490473     0.481013 
     0.51729     0.455696 
    0.517996     0.487342 
    0.516584     0.525316 
    0.525759     0.436709 
    0.515879     0.474684 
    0.518701     0.468354 
     0.51235     0.462025 
    0.509527     0.474684 
    0.519407     0.493671 
    0.548342     0.563291 
    0.501059     0.481013 
    0.530699     0.493671 
    0.525759          0.5 
    0.520113     0.481013 
    0.544813     0.493671 
     0.50247     0.531646 
    0.555399     0.493671 
    0.532816     0.474684 
    0.524347     0.493671 
    0.536344          0.5 
    0.543402     0.512658 
    0.540579     0.506329 
    0.538462     0.436709 
    0.523641     0.449367 
    0.535639     0.449367 
    0.549753          0.5 
    0.553282     0.493671 
    0.538462     0.518987 
    0.542696     0.443038 
    0.556104     0.481013 
    0.549047     0.481013 
    0.554693     0.487342 
    0.552576     0.443038 
    0.554693     0.481013 
    0.551164     0.518987 
    0.552576     0.468354 
    0.541284     0.531646 
    0.536344     0.379747 
    0.544813     0.544304 
    0.540579     0.512658 
    0.554693     0.468354 
    0.554693     0.512658 
    0.549753     0.481013 
    0.531404          0.5 
    0.556104     0.481013 
    0.549047     0.487342 
     0.54199     0.512658 
    0.548342     0.455696 
    0.559633     0.455696 
     0.52717     0.493671 
    0.525053     0.493671 
    0.560339     0.481013 
     0.56175     0.487342 
    0.550459     0.481013 
    0.535639     0.474684 
    0.549047     0.518987 
    0.538462     0.518987 
     0.55187     0.462025 
    0.577982     0.506329 
    0.563867     0.550633 
    0.542696     0.468354 
    0.570924     0.525316 
    0.565279     0.518987 
     0.55187     0.443038 
    0.551164     0.531646 
    0.546224     0.443038 
     0.53705     0.544304 
    0.562456     0.506329 
    0.561044     0.537975 
    0.565279     0.544304 
     0.55681     0.506329 
    0.574453     0.487342 
    0.554693          0.5 
    0.548342     0.481013 
    0.549753     0.512658 
    0.555399     0.474684 
    0.551164     0.474684 
    0.560339     0.531646 
    0.579393     0.487342 
    0.551164     0.506329 
    0.555399     0.468354 
    0.552576     0.531646 
    0.558222     0.512658 
    0.564573     0.506329 
    0.550459     0.449367 
    0.570924     0.506329 
     0.57657     0.518987 
     0.55681     0.506329 
    0.580099     0.544304 
    0.563867     0.531646 
    0.553987          0.5 
    0.561044     0.512658 
    0.565984     0.525316 
    0.574453     0.474684 
     0.57657     0.474684 
    0.570219      0.56962 
    0.585745     0.563291 
    0.573042     0.481013 
     0.59633     0.487342 
    0.582216     0.487342 
    0.580099     0.487342 
    0.574453     0.468354 
    0.573042     0.493671 
    0.585745     0.462025 
    0.575865     0.468354 
    0.552576     0.512658 
    0.561044     0.493671 
    0.561044     0.474684 
    0.570219     0.556962 
     0.57163     0.455696 
     0.56175     0.518987 
     0.58151     0.550633 
    0.558927     0.449367 
    0.592802     0.474684 
    0.585039     0.493671 
     0.58645     0.487342 
    0.587862     0.512658 
    0.577276     0.531646 
    0.585745     0.518987 
     0.60127     0.474684 
     0.58151     0.518987 
     0.59139     0.506329 
    0.580099     0.493671 
     0.56669     0.537975 
    0.574453     0.512658 
    0.568102     0.537975 
    0.579393     0.531646 
    0.569513     0.512658 
    0.592096     0.525316 
    0.556104     0.493671 
    0.558222     0.449367 
     0.58151     0.582278 
    0.569513     0.525316 
    0.568102     0.518987 
    0.589273     0.455696 
    0.568102     0.493671 
     0.58151     0.506329 
     0.57163     0.550633 
    0.577982     0.518987 
    0.582216     0.525316 
     0.57163     0.506329 
    0.578687     0.556962 
    0.589979     0.487342 
    0.583627     0.544304 
    0.590685     0.518987 
    0.589273     0.556962 
    0.558222     0.531646 
    0.575865     0.481013 
    0.575159     0.481013 
    0.583627     0.506329 
    0.584333          0.5 
    0.570219     0.506329 
    0.573747     0.493671 
    0.574453     0.487342 
    0.585039     0.449367 
     0.58151     0.531646 
    0.594919          0.5 
    0.577276     0.487342 
    0.594919     0.518987 
    0.573042     0.512658 
    0.600565     0.493671 
    0.599153     0.487342 
    0.579393     0.487342 
    0.580099     0.544304 
    0.590685     0.512658 
     0.59139     0.537975 
    0.579393     0.601266 
    0.592096     0.493671 
     0.59139     0.531646 
    0.579393     0.563291 
    0.570219     0.556962 
    0.597742     0.525316 
    0.580099     0.518987 
    0.592096     0.537975 
    0.604799     0.455696 
    0.593507     0.537975 
     0.60127          0.5 
    0.589273     0.525316 
    0.597036     0.575949 
    0.594919          0.5 
    0.582922     0.544304 
    0.587156     0.525316 
    0.592096     0.575949 
    0.584333     0.556962 
     0.58645     0.493671 
    0.587156     0.525316 
    0.582922     0.550633 
    0.595625     0.512658 
    0.604093     0.550633 
    0.593507     0.613924 
    0.587862      0.56962 
    0.589273     0.493671 
    0.577982          0.5 
    0.600565     0.575949 
    0.603387     0.537975 
    0.597742     0.506329 
    0.611856     0.512658 
    0.589979     0.487342 
    0.593507     0.525316 
    0.605505     0.550633 
    0.584333     0.525316 
    0.592096          0.5 
    0.604093     0.544304 
    0.597036     0.518987 
    0.601976     0.531646 
    0.589979     0.512658 
    0.598447     0.525316 
    0.592802     0.506329 
    0.594919          0.5 
    0.580099     0.493671 
    0.598447     0.518987 
    0.602682     0.512658 
     0.58645     0.544304 
    0.573747     0.481013 
     0.59633     0.556962 
    0.614679     0.512658 
    0.604093     0.518987 
    0.601976     0.512658 
     0.57657     0.487342 
    0.582216     0.544304 
    0.603387     0.537975 
    0.589979     0.518987 
    0.589979     0.582278 
    0.606916     0.544304 
    0.594919     0.474684 
    0.625265     0.518987 
    0.603387     0.550633 
    0.614679     0.525316 
    0.606916     0.487342 
     0.60621     0.544304 
    0.590685     0.487342 
    0.592096     0.518987 
    0.614679     0.512658 
     0.60127     0.525316 
    0.589273     0.506329 
    0.617502     0.518987 
    0.599153     0.487342 
    0.597036     0.518987 
    0.601976     0.468354 
    0.614679     0.556962 
    0.598447     0.455696 
    0.607622     0.487342 
    0.609739          0.5 
    0.617502     0.537975 
    0.606916     0.556962 
    0.604799          0.5 
    0.613973     0.525316 
    0.607622     0.506329 
     0.59633          0.5 
    0.598447          0.5 
    0.604093     0.550633 
    0.613267     0.544304 
    0.605505     0.531646 
    0.611856     0.525316 
    0.607622     0.531646 
    0.605505     0.455696 
     0.59139     0.550633 
    0.604799     0.594937 
    0.609033     0.556962 
    0.624559     0.537975 
    0.620325     0.537975 
    0.627382     0.544304 
    0.598447     0.525316 
    0.628088     0.512658 
    0.620325     0.525316 
    0.617502     0.537975 
    0.626676     0.556962 
     0.61609     0.512658 
    0.621736     0.512658 
    0.608327     0.512658 
     0.61115     0.594937 
    0.623853     0.512658 
    0.610445     0.575949 
     0.61115     0.544304 
    0.621736     0.518987 
    0.615385     0.556962 
    0.610445          0.5 
    0.620325     0.563291 
    0.616796     0.544304 
    0.623853     0.563291 
    0.619619     0.506329 
    0.590685     0.525316 
     0.64573     0.544304 
    0.629499     0.537975 
    0.609033     0.424051 
    0.627382     0.506329 
    0.626676     0.575949 
    0.594213     0.582278 
    0.615385     0.462025 
     0.61609     0.563291 
    0.628793     0.556962 
     0.61609     0.525316 
    0.626676     0.493671 
    0.602682     0.474684 
    0.589273     0.518987 
    0.599859     0.537975 
    0.647142     0.481013 
    0.597742     0.531646 
    0.618207     0.575949 
    0.623147     0.537975 
    0.604093     0.550633 
    0.627382     0.487342 
    0.610445     0.525316 
    0.607622     0.506329 
    0.618207     0.512658 
    0.609739          0.5 
    0.631616     0.556962 
    0.613973     0.512658 
    0.629499     0.563291 
    0.622442     0.518987 
    0.618913     0.537975 
    0.644319     0.550633 
     0.62103     0.531646 
    0.617502     0.537975 
    0.623147     0.563291 
    0.619619     0.481013 
    0.618913     0.544304 
    0.619619     0.544304 
    0.630205     0.512658 
    0.628793     0.518987 
    0.622442     0.582278 
    0.616796      0.56962 
    0.630205     0.607595 
    0.647142     0.531646 
    0.628793     0.525316 
    0.627382     0.594937 
     0.61115     0.556962 
    0.622442     0.468354 
    0.615385     0.493671 
    0.626676     0.506329 
    0.609033     0.436709 
    0.613973     0.506329 
    0.637262     0.556962 
    0.630205     0.550633 
    0.617502     0.518987 
     0.62597     0.525316 
    0.654199     0.575949 
     0.63585     0.563291 
     0.64079     0.550633 
     0.63585     0.537975 
    0.628088     0.525316 
     0.61609     0.594937 
     0.64079     0.531646 
    0.625265     0.474684 
    0.637262     0.544304 
    0.645025     0.537975 
    0.628088     0.594937 
    0.642908     0.531646 
    0.631616     0.525316 
    0.637968     0.556962 
    0.646436          0.5 
    0.620325     0.468354 
    0.620325     0.518987 
    0.610445     0.468354 
    0.623853     0.506329 
    0.616796     0.537975 
    0.619619     0.537975 
    0.620325     0.531646 
     0.64573     0.468354 
     0.62597     0.518987 
    0.625265          0.5 
    0.635145     0.556962 
    0.623853     0.556962 
    0.635145     0.512658 
    0.632322     0.594937 
    0.627382     0.531646 
     0.63091      0.56962 
    0.651376     0.575949 
    0.633733     0.518987 
    0.625265     0.525316 
    0.619619     0.594937 
    0.627382      0.56962 
    0.642908     0.582278 
    0.624559     0.550633 
    0.628793     0.531646 
    0.642908     0.582278 
    0.631616     0.518987 
    0.611856      0.56962 
    0.651376     0.563291 
    0.644319     0.537975 
    0.636556     0.512658 
    0.609033     0.525316 
    0.645025     0.518987 
     0.63091     0.544304 
    0.633733     0.481013 
    0.641496     0.537975 
    0.619619     0.506329 
    0.630205     0.493671 
    0.628793     0.474684 
     0.64079     0.487342 
    0.621736     0.481013 
    0.637262     0.481013 
    0.647848     0.550633 
    0.625265     0.512658 
     0.64079     0.506329 
    0.637262     0.462025 
    0.644319     0.537975 
    0.651376     0.556962 
    0.633733      0.56962 
    0.632322     0.468354 
    0.654905     0.449367 
    0.645025     0.506329 
    0.642908     0.544304 
    0.634439     0.506329 
     0.65067     0.594937 
    0.637968     0.550633 
    0.628088     0.525316 
    0.638673     0.525316 
    0.640085     0.525316 
    0.622442          0.5 
    0.649259     0.531646 
    0.628793     0.544304 
    0.637262     0.544304 
    0.654905     0.518987 
    0.646436     0.537975 
    0.641496          0.5 
    0.648553     0.481013 
    0.627382     0.531646 
    0.643613     0.550633 
    0.657728     0.575949 
     0.63091     0.550633 
    0.633028     0.537975 
    0.649259     0.525316 
    0.637262     0.525316 
    0.647142     0.550633 
    0.624559     0.518987 
     0.65067     0.525316 
    0.658433     0.575949 
    0.645025          0.5 
    0.651376     0.537975 
     0.65067     0.563291 
    0.647142     0.563291 
     0.66055     0.563291 
    0.636556     0.575949 
    0.636556      0.56962 
     0.65561      0.43038 
     0.63585          0.5 
    0.641496     0.512658 
    0.653493     0.537975 
     0.63585     0.588608 
    0.649259     0.544304 
    0.642908     0.531646 
    0.633733     0.518987 
    0.654905     0.563291 
    0.643613     0.582278 
    0.663373     0.556962 
     0.65067     0.512658 
    0.637968     0.487342 
    0.651376     0.537975 
    0.645025     0.550633 
    0.628088     0.481013 
     0.63091     0.531646 
    0.616796     0.487342 
     0.62597     0.531646 
    0.627382     0.550633 
    0.624559     0.556962 
    0.627382     0.550633 
    0.647848     0.493671 
    0.654905     0.531646 
    0.637968     0.563291 
    0.642908     0.531646 
     0.65561     0.544304 
    0.651376     0.518987 
    0.642202     0.525316 
    0.647142     0.531646 
    0.659139     0.481013 
    0.648553     0.468354 
    0.664785     0.512658 
    0.647142      0.56962 
    0.659845     0.575949 
    0.649965     0.550633 
    0.647848     0.531646 
    0.641496     0.531646 
    0.642908     0.563291 
    0.645025     0.537975 
    0.663373          0.5 
    0.657022     0.506329 
    0.661256     0.563291 
    0.646436     0.588608 
     0.65561     0.506329 
    0.648553     0.512658 
    0.648553     0.550633 
    0.646436     0.537975 
    0.637968     0.462025 
    0.648553     0.544304 
    0.637968     0.493671 
    0.641496     0.556962 
     0.66549     0.582278 
    0.654199     0.512658 
    0.642908     0.531646 
    0.649965     0.531646 
    0.646436     0.518987 
    0.652788     0.531646 
    0.643613     0.493671 
    0.625265     0.493671 
     0.65067     0.550633 
     0.65067     0.594937 
    0.656316     0.544304 
    0.633028     0.506329 
    0.643613     0.518987 
    0.628088     0.550633 
    0.632322     0.563291 
    0.647848     0.531646 
     0.65067     0.537975 
    0.652788     0.556962 
    0.657728     0.575949 
    0.673253     0.493671 
    0.651376     0.525316 
     0.63585     0.556962 
    0.634439          0.5 
     0.63585     0.594937 
    0.642202     0.544304 
    0.652082     0.449367 
     0.66055     0.556962 
    0.641496     0.556962 
    0.658433     0.594937 
    0.642202     0.506329 
    0.649259     0.582278 
    0.652788     0.556962 
    0.648553     0.544304 
    0.654905     0.582278 
     0.63585     0.531646 
    0.652788      0.56962 
    0.642908     0.518987 
    0.652788      0.56962 
    0.648553     0.544304 
     0.65067     0.550633 
    0.648553     0.512658 
    0.654905          0.5 
    0.657022     0.544304 
    0.652082     0.550633 
    0.652788     0.487342 
    0.652082     0.582278 
    0.654905     0.613924 
    0.664079     0.575949 
    0.663373     0.525316 
    0.644319     0.525316 
    0.659845     0.531646 
    0.673253     0.493671 
    0.628088     0.563291 
    0.649259     0.512658 
    0.652082     0.594937 
     0.64079     0.493671 
    0.672548     0.594937 
    0.645025      0.56962 
    0.669725     0.468354 
    0.641496     0.575949 
    0.642908     0.487342 
    0.642202     0.556962 
     0.66549     0.563291 
    0.664785     0.525316 
     0.64573     0.525316 
    0.666196     0.563291 
    0.657728     0.544304 
    0.661962     0.531646 
     0.65561     0.550633 
    0.648553      0.56962 
    0.649965     0.550633 
    0.651376          0.5 
    0.666902     0.525316 
    0.651376     0.537975 
     0.66055     0.544304 
    0.671136     0.493671 
    0.648553     0.537975 
    0.634439     0.556962 
    0.656316     0.575949 
    0.666902     0.588608 
    0.653493     0.487342 
    0.657022      0.56962 
    0.664785     0.531646 
    0.661256     0.556962 
    0.664079     0.531646 
    0.643613     0.544304 
