#      Train        Test
    0.335921     0.310127 
    0.376853     0.259494 
    0.419195     0.417722 
    0.450247     0.373418 
    0.498236     0.481013 
    0.534933     0.531646 
    0.537756     0.474684 
    0.565279     0.563291 
    0.584333     0.613924 
    0.619619     0.544304 
    0.642908     0.613924 
    0.656316     0.639241 
    0.640085     0.651899 
    0.676076     0.607595 
    0.691602     0.702532 
    0.697953     0.651899 
    0.710656     0.639241 
    0.724771     0.721519 
    0.731122     0.721519 
    0.722653     0.677215 
    0.727594     0.727848 
    0.736768     0.708861 
    0.726888      0.71519 
    0.769231     0.664557 
    0.758645     0.708861 
    0.764291      0.71519 
    0.772759     0.696203 
    0.762174     0.727848 
    0.784757     0.753165 
    0.793225      0.71519 
    0.808045      0.71519 
    0.801694     0.689873 
    0.810162     0.721519 
    0.800282     0.753165 
    0.796048      0.71519 
    0.791814     0.702532 
    0.804517     0.664557 
    0.796048     0.759494 
    0.809457     0.746835 
    0.808751     0.753165 
    0.810162     0.778481 
    0.811574     0.683544 
    0.812279     0.759494 
    0.817925     0.734177 
    0.842625     0.791139 
    0.818631     0.791139 
    0.840508     0.740506 
    0.829217      0.78481 
     0.83698     0.765823 
    0.817925      0.71519 
    0.830628     0.753165 
    0.822865     0.696203 
    0.827805     0.778481 
    0.835568     0.727848 
    0.834157      0.78481 
      0.8518     0.765823 
    0.839097     0.734177 
    0.850388     0.708861 
    0.849682     0.822785 
    0.853211     0.803797 
     0.85674     0.797468 
     0.84192     0.753165 
    0.841214     0.727848 
     0.84192     0.803797 
    0.851094     0.810127 
    0.852505     0.759494 
      0.8518      0.78481 
    0.860974      0.78481 
    0.869442     0.822785 
    0.850388     0.791139 
    0.865914     0.765823 
    0.844037     0.797468 
    0.858857     0.797468 
    0.860268     0.765823 
    0.854622     0.791139 
    0.858151     0.803797 
    0.872971     0.829114 
    0.864502     0.778481 
     0.87156      0.78481 
    0.868737     0.778481 
    0.868031     0.803797 
    0.865208     0.835443 
    0.862385     0.810127 
    0.869442     0.803797 
    0.878617     0.822785 
      0.8765     0.848101 
    0.884968     0.797468 
    0.870148     0.740506 
    0.884263     0.803797 
     0.86662     0.803797 
    0.887791     0.753165 
